1,M0001,Mazda2,S,B0001,false,,,2025-08-12 10:49:39.311,2025-08-12 10:49:39.311,0
2,M0002,CX-3,M,B0001,false,,,2025-08-12 10:49:39.314,2025-08-12 10:49:39.314,0
3,M0003,Mazda3,M,B0001,false,,,2025-08-12 10:49:39.316,2025-08-12 10:49:39.316,0
4,M0004,Mazda6,M,B0001,false,,,2025-08-12 10:49:39.319,2025-08-12 10:49:39.319,0
5,M0005,CX-30,M,B0001,false,,,2025-08-12 10:49:39.320,2025-08-12 10:49:39.320,0
6,M0006,CX-5,M,B0001,false,,,2025-08-12 10:49:39.322,2025-08-12 10:49:39.322,0
7,M0007,CX-8,L,B0001,false,,,2025-08-12 10:49:39.323,2025-08-12 10:49:39.323,0
8,M0008,BT-50,L,B0001,false,,,2025-08-12 10:49:39.324,2025-08-12 10:49:39.324,0
10,M0010,M8,L,B0002,false,,,2025-08-12 10:49:39.327,2025-08-12 10:49:39.327,0
11,M0011,M6 Pro,"",B0002,false,,,2025-08-12 10:49:39.328,2025-08-12 10:49:39.328,0
12,M0012,XC40,M,B0003,false,,,2025-08-12 10:49:39.330,2025-08-12 10:49:39.330,0
13,M0013,XC60,M,B0003,false,,,2025-08-12 10:49:39.331,2025-08-12 10:49:39.331,0
14,M0014,XC90,L,B0003,false,,,2025-08-12 10:49:39.335,2025-08-12 10:49:39.335,0
15,M0015,V90,M,B0003,false,,,2025-08-12 10:49:39.338,2025-08-12 10:49:39.338,0
16,M0016,V60 Cross Country,M,B0003,false,,,2025-08-12 10:49:39.339,2025-08-12 10:49:39.339,0
17,M0017,S90,M,B0003,false,,,2025-08-12 10:49:39.341,2025-08-12 10:49:39.341,0
18,M0018,Fadil,S,B0004,false,,,2025-08-12 10:49:39.342,2025-08-12 10:49:39.342,0
19,M0019,Lux A2.0,M,B0004,false,,,2025-08-12 10:49:39.344,2025-08-12 10:49:39.344,0
20,M0020,Lux SA2.0,M,B0004,false,,,2025-08-12 10:49:39.345,2025-08-12 10:49:39.345,0
21,M0021,President,L,B0004,false,,,2025-08-12 10:49:39.347,2025-08-12 10:49:39.347,0
22,M0022,VF e34,M,B0004,false,,,2025-08-12 10:49:39.349,2025-08-12 10:49:39.349,0
23,M0023,VF 8,M,B0004,false,,,2025-08-12 10:49:39.351,2025-08-12 10:49:39.351,0
24,M0024,VF 5,M,B0004,false,,,2025-08-12 10:49:39.352,2025-08-12 10:49:39.352,0
25,M0025,VF 9,L,B0004,false,,,2025-08-12 10:49:39.353,2025-08-12 10:49:39.353,0
26,M0026,VF 6,M,B0004,false,,,2025-08-12 10:49:39.355,2025-08-12 10:49:39.355,0
27,M0027,VF 7,M,B0004,false,,,2025-08-12 10:49:39.356,2025-08-12 10:49:39.356,0
28,M0028,VF 3,S,B0004,false,,,2025-08-12 10:49:39.357,2025-08-12 10:49:39.357,0
29,M0029,H6,"",B0005,false,,,2025-08-12 10:49:39.358,2025-08-12 10:49:39.358,0
30,M0030,Karoq,"",B0006,false,,,2025-08-12 10:49:39.359,2025-08-12 10:49:39.359,0
31,M0031,Kodiaq,"",B0006,false,,,2025-08-12 10:49:39.361,2025-08-12 10:49:39.361,0
32,M0032,"1500",L,B0007,false,,,2025-08-12 10:49:39.362,2025-08-12 10:49:39.362,0
33,M0033,DBX,L,B0008,false,,,2025-08-12 10:49:39.363,2025-08-12 10:49:39.363,0
34,M0034,Lynk & Co 09,L,B0009,false,,,2025-08-12 10:49:39.365,2025-08-12 10:49:39.365,0
35,M0035,Lynk & Co 06,M,B0009,false,,,2025-08-12 10:49:39.367,2025-08-12 10:49:39.367,0
36,M0036,Lynk & Co 01,M,B0009,false,,,2025-08-12 10:49:39.375,2025-08-12 10:49:39.375,0
37,M0037,Lynk & Co 05,M,B0009,false,,,2025-08-12 10:49:39.376,2025-08-12 10:49:39.376,0
38,M0038,Lynk & Co 03,M,B0009,false,,,2025-08-12 10:49:39.378,2025-08-12 10:49:39.378,0
39,M0039,Y Plus,"",B0010,false,,,2025-08-12 10:49:39.380,2025-08-12 10:49:39.380,0
40,M0040,ES,"",B0010,false,,,2025-08-12 10:49:39.383,2025-08-12 10:49:39.383,0
41,M0041,"718",S,B0011,false,,,2025-08-12 10:49:39.384,2025-08-12 10:49:39.384,0
42,M0042,"911",M,B0011,false,,,2025-08-12 10:49:39.385,2025-08-12 10:49:39.385,0
43,M0043,Taycan,M,B0011,false,,,2025-08-12 10:49:39.386,2025-08-12 10:49:39.386,0
44,M0044,Panamera,M,B0011,false,,,2025-08-12 10:49:39.387,2025-08-12 10:49:39.387,0
45,M0045,Macan,M,B0011,false,,,2025-08-12 10:49:39.389,2025-08-12 10:49:39.389,0
46,M0046,Cayenne,L,B0011,false,,,2025-08-12 10:49:39.390,2025-08-12 10:49:39.390,0
47,M0047,Macan EV,M,B0011,false,,,2025-08-12 10:49:39.392,2025-08-12 10:49:39.392,0
48,M0048,Series 5,M,B0012,false,,,2025-08-12 10:49:39.394,2025-08-12 10:49:39.394,0
49,M0049,Series 7,L,B0012,false,,,2025-08-12 10:49:39.396,2025-08-12 10:49:39.396,0
50,M0050,X1,S,B0012,false,,,2025-08-12 10:49:39.398,2025-08-12 10:49:39.398,0
51,M0051,X3,M,B0012,false,,,2025-08-12 10:49:39.400,2025-08-12 10:49:39.400,0
52,M0052,X4,M,B0012,false,,,2025-08-12 10:49:39.401,2025-08-12 10:49:39.401,0
53,M0053,X6,M,B0012,false,,,2025-08-12 10:49:39.402,2025-08-12 10:49:39.402,0
54,M0054,Z4 Roadster,S,B0012,false,,,2025-08-12 10:49:39.404,2025-08-12 10:49:39.404,0
55,M0055,Series 3,M,B0012,false,,,2025-08-12 10:49:39.405,2025-08-12 10:49:39.405,0
56,M0056,X5,M,B0012,false,,,2025-08-12 10:49:39.406,2025-08-12 10:49:39.406,0
57,M0057,X7,L,B0012,false,,,2025-08-12 10:49:39.407,2025-08-12 10:49:39.407,0
58,M0058,Series 4,M,B0012,false,,,2025-08-12 10:49:39.409,2025-08-12 10:49:39.409,0
59,M0059,i7,L,B0012,false,,,2025-08-12 10:49:39.410,2025-08-12 10:49:39.410,0
60,M0060,Series 8,L,B0012,false,,,2025-08-12 10:49:39.412,2025-08-12 10:49:39.412,0
61,M0061,iX3,M,B0012,false,,,2025-08-12 10:49:39.414,2025-08-12 10:49:39.414,0
62,M0062,i4,M,B0012,false,,,2025-08-12 10:49:39.415,2025-08-12 10:49:39.415,0
63,M0063,XM,L,B0012,false,,,2025-08-12 10:49:39.417,2025-08-12 10:49:39.417,0
64,M0064,A-class,M,B0013,false,,,2025-08-12 10:49:39.418,2025-08-12 10:49:39.418,0
65,M0065,C-Class,M,B0013,false,,,2025-08-12 10:49:39.419,2025-08-12 10:49:39.419,0
66,M0066,E-Class,M,B0013,false,,,2025-08-12 10:49:39.420,2025-08-12 10:49:39.420,0
67,M0067,S-Class,L,B0013,false,,,2025-08-12 10:49:39.422,2025-08-12 10:49:39.422,0
68,M0068,GLC,M,B0013,false,,,2025-08-12 10:49:39.423,2025-08-12 10:49:39.423,0
69,M0069,GLB,M,B0013,false,,,2025-08-12 10:49:39.424,2025-08-12 10:49:39.424,0
70,M0070,GLS,L,B0013,false,,,2025-08-12 10:49:39.427,2025-08-12 10:49:39.427,0
71,M0071,G-Class,L,B0013,false,,,2025-08-12 10:49:39.429,2025-08-12 10:49:39.429,0
72,M0072,GT-Coupe,L,B0013,false,,,2025-08-12 10:49:39.430,2025-08-12 10:49:39.430,0
73,M0073,V-Class,L,B0013,false,,,2025-08-12 10:49:39.434,2025-08-12 10:49:39.434,0
74,M0074,GLE,L,B0013,false,,,2025-08-12 10:49:39.436,2025-08-12 10:49:39.436,0
75,M0075,GLA,M,B0013,false,,,2025-08-12 10:49:39.438,2025-08-12 10:49:39.438,0
76,M0076,EQS,M,B0013,false,,,2025-08-12 10:49:39.439,2025-08-12 10:49:39.439,0
77,M0077,EQS SUV,L,B0013,false,,,2025-08-12 10:49:39.440,2025-08-12 10:49:39.440,0
78,M0078,EQB,M,B0013,false,,,2025-08-12 10:49:39.442,2025-08-12 10:49:39.442,0
79,M0079,EQE SUV,L,B0013,false,,,2025-08-12 10:49:39.443,2025-08-12 10:49:39.443,0
80,M0080,AMG SL,M,B0013,false,,,2025-08-12 10:49:39.444,2025-08-12 10:49:39.444,0
81,M0081,Maybach EQS SUV,L,B0013,false,,,2025-08-12 10:49:39.445,2025-08-12 10:49:39.445,0
82,M0082,C5,"",B0014,false,,,2025-08-12 10:49:39.447,2025-08-12 10:49:39.447,0
83,M0083,"2008",M,B0015,false,,,2025-08-12 10:49:39.448,2025-08-12 10:49:39.448,0
84,M0084,"3008",M,B0015,false,,,2025-08-12 10:49:39.449,2025-08-12 10:49:39.449,0
85,M0085,"5008",M,B0015,false,,,2025-08-12 10:49:39.451,2025-08-12 10:49:39.451,0
86,M0086,Traveller,L,B0015,false,,,2025-08-12 10:49:39.452,2025-08-12 10:49:39.452,0
87,M0087,"408",M,B0015,false,,,2025-08-12 10:49:39.453,2025-08-12 10:49:39.453,0
88,M0088,Polo,S,B0016,false,,,2025-08-12 10:49:39.455,2025-08-12 10:49:39.455,0
89,M0089,Tiguan,M,B0016,false,,,2025-08-12 10:49:39.457,2025-08-12 10:49:39.457,0
90,M0090,Passat,M,B0016,false,,,2025-08-12 10:49:39.459,2025-08-12 10:49:39.459,0
91,M0091,T-Cross,M,B0016,false,,,2025-08-12 10:49:39.461,2025-08-12 10:49:39.461,0
92,M0092,Touareg,M,B0016,false,,,2025-08-12 10:49:39.462,2025-08-12 10:49:39.462,0
93,M0093,Virtus,M,B0016,false,,,2025-08-12 10:49:39.463,2025-08-12 10:49:39.463,0
94,M0094,Viloran,L,B0016,false,,,2025-08-12 10:49:39.465,2025-08-12 10:49:39.465,0
95,M0095,Teramont X,L,B0016,false,,,2025-08-12 10:49:39.466,2025-08-12 10:49:39.466,0
96,M0096,Teramont,L,B0016,false,,,2025-08-12 10:49:39.468,2025-08-12 10:49:39.468,0
97,M0097,mu-X,M,B0017,false,,,2025-08-12 10:49:39.469,2025-08-12 10:49:39.469,0
98,M0098,D-Max,L,B0017,false,,,2025-08-12 10:49:39.470,2025-08-12 10:49:39.470,0
99,M0099,A4,M,B0018,false,,,2025-08-12 10:49:39.471,2025-08-12 10:49:39.471,0
100,M0100,Q2,M,B0018,false,,,2025-08-12 10:49:39.473,2025-08-12 10:49:39.473,0
101,M0101,Q3,M,B0018,false,,,2025-08-12 10:49:39.474,2025-08-12 10:49:39.474,0
102,M0102,Q5,M,B0018,false,,,2025-08-12 10:49:39.476,2025-08-12 10:49:39.476,0
103,M0103,Q7,M,B0018,false,,,2025-08-12 10:49:39.478,2025-08-12 10:49:39.478,0
104,M0104,Q8,M,B0018,false,,,2025-08-12 10:49:39.479,2025-08-12 10:49:39.479,0
105,M0105,A8L,L,B0018,false,,,2025-08-12 10:49:39.481,2025-08-12 10:49:39.481,0
106,M0106,e-tron GT,M,B0018,false,,,2025-08-12 10:49:39.482,2025-08-12 10:49:39.482,0
107,M0107,Q8 e-tron,L,B0018,false,,,2025-08-12 10:49:39.484,2025-08-12 10:49:39.484,0
108,M0108,A6,M,B0018,false,,,2025-08-12 10:49:39.485,2025-08-12 10:49:39.485,0
109,M0109,A7,M,B0018,false,,,2025-08-12 10:49:39.487,2025-08-12 10:49:39.487,0
110,M0110,XE,M,B0019,false,,,2025-08-12 10:49:39.488,2025-08-12 10:49:39.488,0
111,M0111,XF,M,B0019,false,,,2025-08-12 10:49:39.490,2025-08-12 10:49:39.490,0
112,M0112,F-Pace,M,B0019,false,,,2025-08-12 10:49:39.492,2025-08-12 10:49:39.492,0
113,M0113,E-Pace,M,B0019,false,,,2025-08-12 10:49:39.493,2025-08-12 10:49:39.493,0
114,M0114,F-Type,M,B0019,false,,,2025-08-12 10:49:39.494,2025-08-12 10:49:39.494,0
115,M0115,ZS,M,B0020,false,,,2025-08-12 10:49:39.496,2025-08-12 10:49:39.496,0
116,M0116,HS,M,B0020,false,,,2025-08-12 10:49:39.498,2025-08-12 10:49:39.498,0
117,M0117,MG5,M,B0020,false,,,2025-08-12 10:49:39.499,2025-08-12 10:49:39.499,0
118,M0118,RX5,M,B0020,false,,,2025-08-12 10:49:39.500,2025-08-12 10:49:39.500,0
119,M0119,MG4 EV,M,B0020,false,,,2025-08-12 10:49:39.502,2025-08-12 10:49:39.502,0
120,M0120,MG7,M,B0020,false,,,2025-08-12 10:49:39.503,2025-08-12 10:49:39.503,0
121,M0121,Cyberster,M,B0020,false,,,2025-08-12 10:49:39.504,2025-08-12 10:49:39.504,0
122,M0122,"7X-E",M,B0021,false,,,2025-08-12 10:49:39.506,2025-08-12 10:49:39.506,0
123,M0123,"7X",M,B0021,false,,,2025-08-12 10:49:39.508,2025-08-12 10:49:39.508,0
124,M0124,Navara,L,B0022,false,,,2025-08-12 10:49:39.509,2025-08-12 10:49:39.509,0
125,M0125,Almera,M,B0022,false,,,2025-08-12 10:49:39.510,2025-08-12 10:49:39.510,0
126,M0126,Kicks,M,B0022,false,,,2025-08-12 10:49:39.512,2025-08-12 10:49:39.512,0
127,M0127,E-HS9,M,B0023,false,,,2025-08-12 10:49:39.513,2025-08-12 10:49:39.513,0
128,M0128,H9,M,B0023,false,,,2025-08-12 10:49:39.514,2025-08-12 10:49:39.514,0
129,M0129,Forester,M,B0024,false,,,2025-08-12 10:49:39.516,2025-08-12 10:49:39.516,0
130,M0130,Outback,M,B0024,false,,,2025-08-12 10:49:39.517,2025-08-12 10:49:39.517,0
131,M0131,BR-Z,S,B0024,false,,,2025-08-12 10:49:39.519,2025-08-12 10:49:39.519,0
132,M0132,WRX,M,B0024,false,,,2025-08-12 10:49:39.520,2025-08-12 10:49:39.520,0
133,M0133,Crosstrek,M,B0024,false,,,2025-08-12 10:49:39.521,2025-08-12 10:49:39.521,0
134,M0134,"3 Door",M,B0025,false,,,2025-08-12 10:49:39.523,2025-08-12 10:49:39.523,0
135,M0135,"5 Door",M,B0025,false,,,2025-08-12 10:49:39.524,2025-08-12 10:49:39.524,0
136,M0136,Countryman,M,B0025,false,,,2025-08-12 10:49:39.525,2025-08-12 10:49:39.525,0
137,M0137,JCW,M,B0025,false,,,2025-08-12 10:49:39.527,2025-08-12 10:49:39.527,0
138,M0138,EcoSport,M,B0026,false,,,2025-08-12 10:49:39.528,2025-08-12 10:49:39.528,0
139,M0139,Everest,M,B0026,false,,,2025-08-12 10:49:39.529,2025-08-12 10:49:39.529,0
140,M0140,Ranger,M,B0026,false,,,2025-08-12 10:49:39.531,2025-08-12 10:49:39.531,0
141,M0141,Explorer,M,B0026,false,,,2025-08-12 10:49:39.532,2025-08-12 10:49:39.532,0
142,M0142,Territory,M,B0026,false,,,2025-08-12 10:49:39.533,2025-08-12 10:49:39.533,0
143,M0143,Ranger Raptor,M,B0026,false,,,2025-08-12 10:49:39.535,2025-08-12 10:49:39.535,0
144,M0144,IS,S,B0027,false,,,2025-08-12 10:49:39.536,2025-08-12 10:49:39.536,0
145,M0145,LS,M,B0027,false,,,2025-08-12 10:49:39.538,2025-08-12 10:49:39.538,0
146,M0146,NX,M,B0027,false,,,2025-08-12 10:49:39.539,2025-08-12 10:49:39.539,0
147,M0147,RX,M,B0027,false,,,2025-08-12 10:49:39.541,2025-08-12 10:49:39.541,0
148,M0148,LX,M,B0027,false,,,2025-08-12 10:49:39.542,2025-08-12 10:49:39.542,0
149,M0149,LM,M,B0027,false,,,2025-08-12 10:49:39.544,2025-08-12 10:49:39.544,0
150,M0150,GX,M,B0027,false,,,2025-08-12 10:49:39.545,2025-08-12 10:49:39.545,0
151,M0151,Wrangler,M,B0028,false,,,2025-08-12 10:49:39.547,2025-08-12 10:49:39.547,0
152,M0152,Gladiator,M,B0028,false,,,2025-08-12 10:49:39.549,2025-08-12 10:49:39.549,0
153,M0153,Grand Cherokee L,M,B0028,false,,,2025-08-12 10:49:39.550,2025-08-12 10:49:39.550,0
154,M0154,Atto 3,M,B0029,false,,,2025-08-12 10:49:39.551,2025-08-12 10:49:39.551,0
155,M0155,Seal,M,B0029,false,,,2025-08-12 10:49:39.552,2025-08-12 10:49:39.552,0
156,M0156,Dolphin,M,B0029,false,,,2025-08-12 10:49:39.557,2025-08-12 10:49:39.557,0
157,M0157,M6,M,B0029,false,,,2025-08-12 10:49:39.558,2025-08-12 10:49:39.558,0
158,M0158,Han,M,B0029,false,,,2025-08-12 10:49:39.560,2025-08-12 10:49:39.560,0
159,M0159,City,M,B0030,false,,,2025-08-12 10:49:39.561,2025-08-12 10:49:39.561,0
160,M0160,HR-V,M,B0030,false,,,2025-08-12 10:49:39.562,2025-08-12 10:49:39.562,0
161,M0161,CR-V,M,B0030,false,,,2025-08-12 10:49:39.563,2025-08-12 10:49:39.563,0
162,M0162,Accord,M,B0030,false,,,2025-08-12 10:49:39.565,2025-08-12 10:49:39.565,0
163,M0163,Brio,M,B0030,false,,,2025-08-12 10:49:39.566,2025-08-12 10:49:39.566,0
164,M0164,Civic,M,B0030,false,,,2025-08-12 10:49:39.567,2025-08-12 10:49:39.567,0
165,M0165,Civic Type R,M,B0030,false,,,2025-08-12 10:49:39.569,2025-08-12 10:49:39.569,0
166,M0166,BR-V,M,B0030,false,,,2025-08-12 10:49:39.570,2025-08-12 10:49:39.570,0
167,M0167,Flying Spur,M,B0031,false,,,2025-08-12 10:49:39.571,2025-08-12 10:49:39.571,0
168,M0168,Bentayga,M,B0031,false,,,2025-08-12 10:49:39.573,2025-08-12 10:49:39.573,0
169,M0169,Continental,M,B0031,false,,,2025-08-12 10:49:39.574,2025-08-12 10:49:39.574,0
170,M0170,Levante,M,B0032,false,,,2025-08-12 10:49:39.576,2025-08-12 10:49:39.576,0
171,M0171,Ghibli,"",B0032,false,,,2025-08-12 10:49:39.577,2025-08-12 10:49:39.577,0
172,M0172,Quattroporte,M,B0032,false,,,2025-08-12 10:49:39.578,2025-08-12 10:49:39.578,0
173,M0173,Grecale,M,B0032,false,,,2025-08-12 10:49:39.579,2025-08-12 10:49:39.579,0
174,M0174,GranTurismo,M,B0032,false,,,2025-08-12 10:49:39.581,2025-08-12 10:49:39.581,0
175,M0175,Attrage,M,B0033,false,,,2025-08-12 10:49:39.583,2025-08-12 10:49:39.583,0
176,M0176,Outlander,M,B0033,false,,,2025-08-12 10:49:39.584,2025-08-12 10:49:39.584,0
177,M0177,Triton,M,B0033,false,,,2025-08-12 10:49:39.585,2025-08-12 10:49:39.585,0
178,M0178,Pajero Sport,M,B0033,false,,,2025-08-12 10:49:39.588,2025-08-12 10:49:39.588,0
179,M0179,Xpander,M,B0033,false,,,2025-08-12 10:49:39.589,2025-08-12 10:49:39.589,0
180,M0180,Xforce,M,B0033,false,,,2025-08-12 10:49:39.590,2025-08-12 10:49:39.590,0
181,M0181,i10,S,B0034,false,,,2025-08-12 10:49:39.591,2025-08-12 10:49:39.591,0
182,M0182,Accent,M,B0034,false,,,2025-08-12 10:49:39.592,2025-08-12 10:49:39.592,0
183,M0183,Kona,M,B0034,false,,,2025-08-12 10:49:39.593,2025-08-12 10:49:39.593,0
184,M0184,Elantra,M,B0034,false,,,2025-08-12 10:49:39.594,2025-08-12 10:49:39.594,0
185,M0185,Tucson,M,B0034,false,,,2025-08-12 10:49:39.596,2025-08-12 10:49:39.596,0
186,M0186,Santa Fe,M,B0034,false,,,2025-08-12 10:49:39.597,2025-08-12 10:49:39.597,0
187,M0187,Creta,M,B0034,false,,,2025-08-12 10:49:39.598,2025-08-12 10:49:39.598,0
188,M0188,Stargazer,M,B0034,false,,,2025-08-12 10:49:39.599,2025-08-12 10:49:39.599,0
189,M0189,Ioniq 5,M,B0034,false,,,2025-08-12 10:49:39.600,2025-08-12 10:49:39.600,0
190,M0190,Custin,M,B0034,false,,,2025-08-12 10:49:39.601,2025-08-12 10:49:39.601,0
191,M0191,Palisade,M,B0034,false,,,2025-08-12 10:49:39.602,2025-08-12 10:49:39.602,0
192,M0192,Venue,M,B0034,false,,,2025-08-12 10:49:39.604,2025-08-12 10:49:39.604,0
193,M0193,Hongguang Mini EV,S,B0035,false,,,2025-08-12 10:49:39.605,2025-08-12 10:49:39.605,0
194,M0194,Bingo,M,B0035,false,,,2025-08-12 10:49:39.606,2025-08-12 10:49:39.606,0
195,M0195,Wigo,M,B0036,false,,,2025-08-12 10:49:39.607,2025-08-12 10:49:39.607,0
196,M0196,Vios,M,B0036,false,,,2025-08-12 10:49:39.608,2025-08-12 10:49:39.608,0
197,M0197,Corolla Altis,M,B0036,false,,,2025-08-12 10:49:39.609,2025-08-12 10:49:39.609,0
198,M0198,Camry,M,B0036,false,,,2025-08-12 10:49:39.610,2025-08-12 10:49:39.610,0
199,M0199,Rush,M,B0036,false,,,2025-08-12 10:49:39.611,2025-08-12 10:49:39.611,0
200,M0200,Avanza,M,B0036,false,,,2025-08-12 10:49:39.612,2025-08-12 10:49:39.612,0
201,M0201,Innova,M,B0036,false,,,2025-08-12 10:49:39.614,2025-08-12 10:49:39.614,0
202,M0202,Fortuner,M,B0036,false,,,2025-08-12 10:49:39.615,2025-08-12 10:49:39.615,0
203,M0203,Granvia,M,B0036,false,,,2025-08-12 10:49:39.616,2025-08-12 10:49:39.616,0
204,M0204,Land Cruiser LC300,L,B0036,false,,,2025-08-12 10:49:39.618,2025-08-12 10:49:39.618,0
205,M0205,Land Cruiser Prado,L,B0036,false,,,2025-08-12 10:49:39.620,2025-08-12 10:49:39.620,0
206,M0206,Corolla Cross,M,B0036,false,,,2025-08-12 10:49:39.621,2025-08-12 10:49:39.621,0
207,M0207,Hilux,L,B0036,false,,,2025-08-12 10:49:39.623,2025-08-12 10:49:39.623,0
208,M0208,Alphard,L,B0036,false,,,2025-08-12 10:49:39.624,2025-08-12 10:49:39.624,0
209,M0209,Yaris,M,B0036,false,,,2025-08-12 10:49:39.625,2025-08-12 10:49:39.625,0
210,M0210,Raize,M,B0036,false,,,2025-08-12 10:49:39.626,2025-08-12 10:49:39.626,0
211,M0211,Avanza Premio,M,B0036,false,,,2025-08-12 10:49:39.627,2025-08-12 10:49:39.627,0
212,M0212,Veloz Cross,M,B0036,false,,,2025-08-12 10:49:39.628,2025-08-12 10:49:39.628,0
213,M0213,Yaris Cross,M,B0036,false,,,2025-08-12 10:49:39.629,2025-08-12 10:49:39.629,0
214,M0214,Innova Cross,M,B0036,false,,,2025-08-12 10:49:39.630,2025-08-12 10:49:39.630,0
215,M0215,Swift,M,B0037,false,,,2025-08-12 10:49:39.631,2025-08-12 10:49:39.631,0
216,M0216,Ciaz,M,B0037,false,,,2025-08-12 10:49:39.632,2025-08-12 10:49:39.632,0
217,M0217,Ertiga,M,B0037,false,,,2025-08-12 10:49:39.633,2025-08-12 10:49:39.633,0
218,M0218,XL7,M,B0037,false,,,2025-08-12 10:49:39.634,2025-08-12 10:49:39.634,0
219,M0219,Jimny,M,B0037,false,,,2025-08-12 10:49:39.636,2025-08-12 10:49:39.636,0
220,M0220,Morning,S,B0038,false,,,2025-08-12 10:49:39.637,2025-08-12 10:49:39.637,0
221,M0221,Soluto,S,B0038,false,,,2025-08-12 10:49:39.638,2025-08-12 10:49:39.638,0
222,M0222,Cerato,M,B0038,false,,,2025-08-12 10:49:39.639,2025-08-12 10:49:39.639,0
223,M0223,Optima,M,B0038,false,,,2025-08-12 10:49:39.639,2025-08-12 10:49:39.639,0
224,M0224,Sorento,M,B0038,false,,,2025-08-12 10:49:39.640,2025-08-12 10:49:39.640,0
225,M0225,Rondo,M,B0038,false,,,2025-08-12 10:49:39.641,2025-08-12 10:49:39.641,0
226,M0226,Quoris,M,B0038,false,,,2025-08-12 10:49:39.642,2025-08-12 10:49:39.642,0
227,M0227,K3,M,B0038,false,,,2025-08-12 10:49:39.643,2025-08-12 10:49:39.643,0
228,M0228,Carnival,M,B0038,false,,,2025-08-12 10:49:39.644,2025-08-12 10:49:39.644,0
229,M0229,Sonet,M,B0038,false,,,2025-08-12 10:49:39.645,2025-08-12 10:49:39.645,0
230,M0230,K5,M,B0038,false,,,2025-08-12 10:49:39.647,2025-08-12 10:49:39.647,0
231,M0231,Sportage,M,B0038,false,,,2025-08-12 10:49:39.648,2025-08-12 10:49:39.648,0
232,M0232,Carens,M,B0038,false,,,2025-08-12 10:49:39.649,2025-08-12 10:49:39.649,0
233,M0233,Seltos,M,B0038,false,,,2025-08-12 10:49:39.650,2025-08-12 10:49:39.650,0
234,M0234,Range Rover Velar,M,B0039,false,,,2025-08-12 10:49:39.651,2025-08-12 10:49:39.651,0
235,M0235,Range Rover Evoque,M,B0039,false,,,2025-08-12 10:49:39.653,2025-08-12 10:49:39.653,0
236,M0236,Range Rover,M,B0039,false,,,2025-08-12 10:49:39.654,2025-08-12 10:49:39.654,0
237,M0237,Range Rover Sport,M,B0039,false,,,2025-08-12 10:49:39.655,2025-08-12 10:49:39.655,0
238,M0238,Discovery,M,B0039,false,,,2025-08-12 10:49:39.656,2025-08-12 10:49:39.656,0
239,M0239,Discovery Sport,L,B0039,false,,,2025-08-12 10:49:39.657,2025-08-12 10:49:39.657,0
240,M0240,"Defender 90, 110",L,B0039,false,,,2025-08-12 10:49:39.658,2025-08-12 10:49:39.658,0
241,M0241,Defender 130,L,B0039,false,,,2025-08-12 10:49:39.659,2025-08-12 10:49:39.659,0
9,M0009,GS8,L,B0002,false,,,2025-08-12 10:49:39.326,2025-08-12 10:49:39.326,0
